Germany,Leicester City,Leicester,2014,Edward Phillips,59
England,Stade de Reims,Benevento,2007,John Lewis,32
Russia,Atletico Madrid,Birmingham,2007,Joseph Perez,76
Italy,FC Tambov,Seville,1999,Steven Taylor,9
France,SS Lazio,Leicester,2001,Timothy Harris,15
Germany,FC Orenburg,Manchester,2001,Andrew Clark,66
Russia,Benevento Calcio,Rostov,1996,Thomas Brown,66
Germany,Athletic Bilbao,Manchester,1993,David King,51
England,Barcelona FC,Cagliari,1997,Thomas Edwards,34
Germany,FC Sochi,Hoffenheim,2017,Brian Miller,17
Spain,FC Sochi,Bilbao,2022,Thomas Brown,31
France,Sheffield United,Rostov,1997,Jeffrey Adams,50
France,Borussia Dortmund,Orenburg,1996,Albert Gonzalez,0
France,Real Betis,Sassuolo,2017,George Wilson,79
England,Liverpool FC,Mainz,2018,Adam Williams,90
Russia,Real Betis,Ferrara,1995,Adam Williams,69
Italy,Real Betis,Lyon,1998,Kevin Campbell,26
Italy,Juventus FC,Leicester,1997,Richard White,22
Spain,AS Roma,Leicester,2017,Brian Walker,61
France,FC Orenburg,Rennes,2011,William Moore,3
France,Benevento Calcio,Freiburg,2016,Kenneth Hall,5
Italy,Sevilla FC,Ufa,1994,Adam Williams,31
Russia,FC Metz,Benevento,2003,Kevin Campbell,75
Germany,Valencia CF,Augsburg,2004,Thomas Edwards,55
Italy,Chelsea FC,Manchester,2015,Joseph Evans,49
England,FC Lorient,Palma de Mallorca,2007,Paul Davis,17
Russia,FC Sochi,Vigo,2022,Paul Davis,42
Italy,FC Sochi,Rennes,1997,Joseph Perez,10
Spain,FC Moscow,Augsburg,2018,David King,93
France,Arsenal FC,Bilbao,1993,Joshua Miller,33
Germany,FC Schalke 04,Birmingham,2004,Timothy Harris,65
Italy,Liverpool FC,Ferrara,2012,David James,63
Italy,FC Sochi,Hoffenheim,1994,Andrew Clark,17
Russia,Manchester City,Rennes,2005,Brian Walker,98
Spain,West Ham United,Lyon,2000,Norman White,46
Germany,FC Schalke 04,Cologne,2015,Christopher Taylor,44
France,1. FC Köln,Orenburg,2001,Ronald Wilson,16
Spain,TSG 1899 Hoffenheim,Monaco,2007,Jeffrey Adams,52
Spain,Juventus FC,Liverpool,2019,Andrew Clark,68
Russia,Real Betis,Cologne,2017,George Wilson,80
Italy,FC Bayern Munich,Madrid,2018,Kenneth Hall,35
Spain,SC Freiburg,Seville,2012,Matthew Nelson,66
Spain,Borussia Dortmund,Rennes,2021,Nicholas Moore,98
Germany,US Sassuolo,Ufa,2016,Matthew Baker,61
England,FC Metz,Vigo,1991,Christopher Taylor,9
England,Borussia Dortmund,Munich,1991,Steven Taylor,82
France,Real Betis,Sheffield,1992,Thomas Brown,42
Germany,Liverpool FC,Getafe,2003,Carl Taylor,45
England,Borussia Dortmund,Barcelona,2022,Kenneth Hall,14
Germany,RC Celta de Vigo,Augsburg,1991,Joshua Miller,35
Germany,Manchester City,Liverpool,1998,John Smith,10
Italy,West Ham United,Leverkusen,2006,Norman White,35
France,FSV Mainz 05,Ferrara,2020,John Smith,0
France,Olympique Marseille,Valencia,2000,Richard Walker,60
England,FC Ural,Getafe,2021,Thomas Edwards,34
Germany,Tottenham Hotspur,Monaco,1992,David King,7
Italy,Real Madrid CF,Cagliari,1992,Matthew Nelson,17
Germany,Bayer 04 Leverkusen,Ufa,1999,David James,68
Germany,Liverpool FC,Benevento,1990,Matthew Nelson,43
France,Borussia Dortmund,Hoffenheim,2011,Joshua Miller,85
France,FC Augsburg,Sassuolo,1995,William Robinson,26
France,US Sassuolo,Lorient,2014,John Lewis,56
Russia,Stade de Reims,Lorient,2011,Michael Thompson,8
Spain,Manchester United,Sheffield,2011,Carl Taylor,66
Russia,Sevilla FC,Yekaterinburg,2000,Adam Williams,17
Spain,Real Madrid CF,Madrid,1997,Andrew Clark,41
Italy,Olympique Lyon,Valencia,2001,Brian Walker,72
Germany,Inter Milan,Rennes,2013,Kenneth Hall,24
England,AC Milan,Vigo,2010,Edward Phillips,95
Russia,Stade de Reims,Freiburg,1996,Adam Williams,64
Italy,Olympique Lyon,Brest,2020,Thomas Brown,39
Italy,Arsenal FC,London,2004,Joseph Perez,75
Spain,Arsenal FC,Getafe,1993,George Wilson,74
Spain,FC Ural,Benevento,2016,Edward Phillips,50
Russia,FC Augsburg,Rostov,2003,Richard White,6
Italy,Stade Rennais,Sochi,2005,Mark Anderson,69
France,AS Monaco,Gelsenkirchen,2017,Albert Gonzalez,19
Germany,SPAL 2013,Sheffield,2000,Norman White,30
Germany,Athletic Bilbao,Sochi,2021,David King,2
Russia,SC Freiburg,Moscow,2002,Timothy Harris,44
Germany,US Sassuolo,Paris,2010,Steven Taylor,81
Spain,Sheffield United,Yekaterinburg,2010,George Wilson,95
France,Aston Villa,Augsburg,2005,Joshua Miller,97
Russia,TSG 1899 Hoffenheim,Lorient,1998,Albert Gonzalez,47
France,Getafe CF,Madrid,2022,William Moore,39
Germany,Liverpool FC,Marseille,2002,Joseph Perez,21
Russia,FC Krasnodar,Liverpool,2020,Ronald Wilson,2
Italy,FC Metz,Birmingham,2009,Mark Anderson,50
Spain,FC Bayern Munich,Rennes,1997,James Johnson,58
Germany,AS Monaco,Lyon,2012,Edward Phillips,20
